question,domain,topic
How does an operating system manage memory allocation among multiple running programs?,Operating Systems,OS Functions
Why does an operating system provide error detection as one of its services?,Operating Systems,OS Services
Explain what happens internally when a user program invokes a system call like read().,Operating Systems,System Calls
Differentiate between a monolithic kernel and a microkernel.,Operating Systems,Kernel
"Why does a mode bit exist in the CPU, and how does it enforce the separation between user and kernel mode?",Operating Systems,User Mode / Kernel Mode
Why does an operating system need to manage multiple processes running concurrently on a single CPU?,Operating Systems,Process Management
What is the difference between the 'ready' state and the 'waiting' state of a process?,Operating Systems,Process States
What key pieces of information are typically stored inside a PCB?,Operating Systems,Process Control Block
Explain the difference between a parent process and a child process after a fork() call.,Operating Systems,Process Creation
"What is a zombie process, and why does it occur?",Operating Systems,Process Termination
What information must be saved and restored during a context switch?,Operating Systems,Context Switching
Why is creating a thread generally considered less expensive than creating a process?,Operating Systems,Threads
What is a major drawback of user-level threads when one thread makes a blocking system call?,Operating Systems,User-Level Threads
Why do kernel-level threads handle blocking system calls better than user-level threads?,Operating Systems,Kernel-Level Threads
"Differentiate between the many-to-one, one-to-one, and many-to-many threading models.",Operating Systems,Multithreading
What is the difference between preemptive and non-preemptive scheduling?,Operating Systems,CPU Scheduling
"What is the convoy effect in FCFS scheduling, and why does it hurt average waiting time?",Operating Systems,FCFS Scheduling
Why is SJF considered optimal for minimizing average waiting time among non-preemptive algorithms?,Operating Systems,SJF Scheduling
Why can SRTF cause starvation for longer processes in a system with continuous short-job arrivals?,Operating Systems,SRTF Scheduling
What happens to average waiting time if the time quantum in Round Robin is set too small?,Operating Systems,Round Robin
"What is starvation in the context of priority scheduling, and when does it typically occur?",Operating Systems,Priority Scheduling
How are processes typically assigned to a particular queue in a multilevel queue scheduler?,Operating Systems,Multilevel Queue Scheduling
Why can a multilevel feedback queue allow a process to move to a higher-priority queue over time?,Operating Systems,Multilevel Feedback Queue
Why might SJF be preferred in a batch system but unsuitable for an interactive time-sharing system?,Operating Systems,Scheduling Algorithms Comparison
Why can uncoordinated access to shared data by concurrent processes lead to inconsistent results?,Operating Systems,Synchronization
Explain with an example how two processes incrementing a shared counter can produce an incorrect final value.,Operating Systems,Race Conditions
What are the three requirements a solution to the critical section problem must satisfy?,Operating Systems,Critical Section
What is the difference between a mutex and a binary semaphore?,Operating Systems,Mutex
Differentiate between a counting semaphore and a binary semaphore.,Operating Systems,Semaphores
How do condition variables work within a monitor?,Operating Systems,Monitors
What do the classical synchronization problems have in common in terms of the underlying challenge they illustrate?,Operating Systems,Classical Synchronization Problems
How do semaphores for 'empty' and 'full' slots help solve the bounded-buffer producer-consumer problem?,Operating Systems,Producer-Consumer
Why can the readers-writers problem lead to writer starvation if reader priority is not carefully managed?,Operating Systems,Readers-Writers
"Why can a naive solution to the dining philosophers problem, where each philosopher picks up the left fork first, lead to deadlock?",Operating Systems,Dining Philosophers
What are the four necessary conditions for a deadlock to occur?,Operating Systems,Deadlocks
"How can eliminating the hold-and-wait condition prevent deadlock, and what practical drawback does this approach have?",Operating Systems,Deadlock Prevention
